iter	MAE
301	64.37882178
302	64.34501544
303	64.3198893
304	64.27064475
305	64.25010215
306	64.22050982
307	64.19387208
308	64.14541458
309	64.10367616
310	64.07399726
311	64.04032251
312	63.96881434
313	63.93703885
314	63.88893958
315	63.87138433
316	63.83056911
317	63.81210471
318	63.79640193
319	63.74241971
320	63.71071472
321	63.68444595
322	63.66553703
323	63.62383495
324	63.59395652
325	63.56637829
326	63.53645902
327	63.51275032
328	63.47148474
329	63.44415131
330	63.42511004
331	63.3976297
332	63.35025067
333	63.33587591
334	63.30718881
335	63.29015854
336	63.26269099
337	63.23614506
338	63.20812742
339	63.1561943
340	63.13654203
341	63.10135206
342	63.05056362
343	63.02236197
344	62.97863625
345	62.94596325
346	62.93064049
347	62.89505026
348	62.85780231
349	62.82795491
350	62.79617904
351	62.76663851
352	62.7349659
353	62.69211719
354	62.64990078
355	62.62036826
356	62.59386473
357	62.55696788
358	62.52179048
359	62.50131992
360	62.48483932
361	62.42154069
362	62.3972705
363	62.3726528
364	62.34026563
365	62.30119987
366	62.27196528
367	62.2190161
368	62.18442628
369	62.15329294
370	62.12714449
371	62.07046815
372	62.04642262
373	61.9990622
374	61.97841072
375	61.94573057
376	61.91750952
377	61.88087826
378	61.83652591
379	61.80801246
380	61.77593286
381	61.75993278
382	61.72023167
383	61.69926104
384	61.65955306
385	61.61825435
386	61.59795955
387	61.56155665
388	61.52135398
389	61.50244481
390	61.47654171
391	61.45147424
392	61.42752542
393	61.38950651
394	61.35903174
395	61.32544756
396	61.30451095
397	61.28822055
398	61.2685559
399	61.24360127
400	61.22076639
401	61.17017024
402	61.0950005
403	61.07957222
404	61.04683422
405	61.00487102
406	60.94614396
407	60.91433105
408	60.86542359
409	60.83626145
410	60.76790274
411	60.73869594
412	60.71253778
413	60.69866052
414	60.66499383
415	60.62586574
416	60.60438928
417	60.57352453
418	60.55822593
419	60.5215654
420	60.48478527
421	60.45793306
422	60.43536022
423	60.41435739
424	60.39311769
425	60.37004673
426	60.35144895
427	60.32647749
428	60.30387162
429	60.26315613
430	60.20861154
431	60.18515223
432	60.15848099
433	60.13224047
434	60.11277091
435	60.10015542
436	60.05016102
437	60.02148597
438	60.00644047
439	59.97751603
440	59.96202155
441	59.94420225
442	59.92485404
443	59.88911666
444	59.87102402
445	59.84911433
446	59.82248042
447	59.80362047
448	59.76877316
449	59.72322927
450	59.69417993
451	59.67120391
452	59.61912512
453	59.60476373
454	59.55681657
455	59.53362012
456	59.51941846
457	59.47468164
458	59.44580313
459	59.42806489
460	59.40555015
461	59.37805575
462	59.35879634
463	59.33549118
464	59.31108629
465	59.26662783
466	59.23649431
467	59.21497965
468	59.20042504
469	59.165409
470	59.1478913
471	59.12697588
472	59.10757711
473	59.07388425
474	59.01387573
475	59.00047605
476	58.97339799
477	58.96029113
478	58.93339709
479	58.90704863
480	58.87831253
481	58.86033107
482	58.83410019
483	58.81163541
484	58.78731279
485	58.77462518
486	58.74795912
487	58.7283958
488	58.69594888
489	58.66884457
490	58.64895442
491	58.62037012
492	58.60696623
493	58.58391202
494	58.5615469
495	58.53281432
496	58.51042001
497	58.47449072
498	58.45333672
499	58.43647061
500	58.42004867
501	58.38328038
502	58.36971514
503	58.34342201
504	58.33099807
505	58.31152907
506	58.29627706
507	58.26823132
508	58.2440422
509	58.21479713
510	58.20062568
511	58.15267712
512	58.1348398
513	58.11615104
514	58.06428862
515	58.04359116
516	58.02164003
517	57.99348468
518	57.97378825
519	57.94878846
520	57.92258421
521	57.90822414
522	57.87719431
523	57.85562783
524	57.83873691
525	57.81741718
526	57.80672806
527	57.78263027
528	57.75350393
529	57.73490557
530	57.72742087
531	57.69878256
532	57.68634641
533	57.673966
534	57.65033526
535	57.58364803
536	57.56282069
537	57.54098881
538	57.52280509
539	57.49871519
540	57.47903306
541	57.46975098
542	57.44125258
543	57.40735118
544	57.37368843
545	57.34678816
546	57.33703815
547	57.31076232
548	57.30053072
549	57.28027841
550	57.26068183
551	57.23170698
552	57.2102388
553	57.17348563
554	57.14645285
555	57.12629411
556	57.09569182
557	57.08286777
558	57.06533613
559	57.03856677
560	57.01720145
561	56.99538422
562	56.98797526
563	56.97722276
564	56.95843919
565	56.93594262
566	56.91134135
567	56.89115223
568	56.87226561
569	56.85386686
570	56.82290872
571	56.80705244
572	56.79743031
573	56.74724474
574	56.7278516
575	56.70979259
576	56.68256767
577	56.6555738
578	56.64429392
579	56.62483475
580	56.59785686
581	56.5769081
582	56.52397794
583	56.49223916
584	56.47465601
585	56.45614513
586	56.44035403
587	56.41433485
588	56.39176779
589	56.37192106
590	56.34378926
591	56.32639423
592	56.29303054
593	56.26091629
594	56.2433866
595	56.2229529
596	56.21114869
597	56.18753729
598	56.16184268
599	56.14078273
600	56.12266715
601	56.10114517
602	56.08555871
603	56.03408921
604	56.00718772
605	55.98453618
606	55.96217107
607	55.94496421
608	55.92422965
609	55.90403227
610	55.87481753
611	55.84497452
612	55.83011174
613	55.81712152
614	55.80323774
615	55.79229549
616	55.77447777
617	55.75100579
618	55.7277727
619	55.70018131
620	55.67656251
621	55.66560903
622	55.65216923
623	55.63924382
624	55.63056043
625	55.61004234
626	55.59894629
627	55.57842788
628	55.55559933
629	55.53600396
630	55.52396995
631	55.49760682
632	55.48270455
633	55.46583116
634	55.42753721
635	55.4122468
636	55.37929917
637	55.36772483
638	55.33601915
639	55.3247549
640	55.29763456
641	55.28163607
642	55.26243528
643	55.22844913
644	55.21157692
645	55.19322159
646	55.17266171
647	55.15266808
648	55.13742033
649	55.1130542
650	55.10348914
651	55.0902206
652	55.06350531
653	55.03416961
654	55.01506405
655	54.9855994
656	54.94049143
657	54.92871576
658	54.91442286
659	54.8902053
660	54.87909887
661	54.86724495
662	54.84785093
663	54.82829564
664	54.81719714
665	54.77603189
666	54.76199198
667	54.74496791
668	54.73291783
669	54.71508082
670	54.69398308
671	54.68336084
672	54.66874606
673	54.64996961
674	54.63489436
675	54.62458759
676	54.60054633
677	54.58451802
678	54.56969849
679	54.55108486
680	54.51742763
681	54.47562261
682	54.4661066
683	54.45385979
684	54.43550956
685	54.41925585
686	54.39631192
687	54.3601705
688	54.34440351
689	54.33392222
690	54.31026119
691	54.26185387
692	54.24729108
693	54.23272281
694	54.21577536
695	54.18974101
696	54.17688833
697	54.16388833
698	54.14596281
699	54.10469401
700	54.07584792
701	54.06121617
702	54.03743085
703	54.01296976
704	53.99475446
705	53.97334642
706	53.94980033
707	53.93794433
708	53.930525
709	53.91764488
710	53.90660333
711	53.88586836
712	53.85719285
713	53.83713705
714	53.80567884
715	53.76113998
716	53.74993357
717	53.71596544
718	53.69462521
719	53.68738732
720	53.67980083
721	53.66044957
722	53.64591331
723	53.63870747
724	53.61218696
725	53.60441749
726	53.58679502
727	53.52055104
728	53.4960065
729	53.48273644
730	53.46903114
731	53.43117341
732	53.40450795
733	53.39096927
734	53.36578011
735	53.31498359
736	53.29996703
737	53.28457092
738	53.27761424
739	53.27070387
740	53.25638867
741	53.24253077
742	53.2322028
743	53.21868964
744	53.18817904
745	53.16909183
746	53.15806515
747	53.14779582
748	53.1298387
749	53.10501967
750	53.09350239
751	53.08153912
752	53.07085316
753	53.06134661
754	53.0516311
755	52.99994073
756	52.97661537
757	52.95308852
758	52.94443294
759	52.92848315
760	52.90358807
761	52.8910493
762	52.87127768
763	52.84176651
764	52.82813628
765	52.81106501
766	52.80263222
767	52.78871888
768	52.76760972
769	52.74726437
770	52.7409404
771	52.72491927
772	52.70283171
773	52.694298
774	52.68198028
775	52.66847182
776	52.64253305
777	52.62389917
778	52.60450279
779	52.59158252
780	52.58115527
781	52.55425747
782	52.53905915
783	52.51879013
784	52.49882339
785	52.46511647
786	52.45412168
787	52.44027023
788	52.42579389
789	52.41718171
790	52.40125956
791	52.39044228
792	52.38014709
793	52.35086925
794	52.33829048
795	52.32486408
796	52.29857286
797	52.28593629
798	52.27449902
799	52.24724765
800	52.23366894
801	52.22042052
802	52.1857123
803	52.16473103
804	52.1485445
805	52.12364227
806	52.11738768
807	52.09959071
808	52.08897809
809	52.05337607
810	52.03770204
811	52.02933491
812	52.01763308
813	52.00716236
814	51.9951369
815	51.97249702
816	51.94653165
817	51.9303117
818	51.90094889
819	51.89244538
820	51.88310747
821	51.86973453
822	51.85428441
823	51.82631679
824	51.8099489
825	51.79724103
826	51.77210544
827	51.74902849
828	51.73327943
829	51.7192608
830	51.70927488
831	51.69198909
832	51.68623085
833	51.64970442
834	51.62700069
835	51.61006172
836	51.59437033
837	51.57029245
838	51.56229976
839	51.54554565
840	51.52395051
841	51.48431646
842	51.46310249
843	51.42906842
844	51.41917167
845	51.4034728
846	51.38217202
847	51.34006719
848	51.31871456
849	51.29864612
850	51.28415745
851	51.26837664
852	51.24961163
853	51.23702317
854	51.23106086
855	51.20970025
856	51.19913907
857	51.18923803
858	51.17829223
859	51.15645594
860	51.14236636
861	51.13017351
862	51.1109074
863	51.10346649
864	51.08560887
865	51.07210199
866	51.06519654
867	51.05456517
868	51.04132521
869	51.01911899
870	51.00964355
871	50.99136384
872	50.97468825
873	50.95862072
874	50.94792834
875	50.93808747
876	50.91164768
877	50.90111669
878	50.86524055
879	50.85549809
880	50.84717668
881	50.82863222
882	50.80174917
883	50.78307148
884	50.77452988
885	50.76650082
886	50.75576971
887	50.74011062
888	50.73096205
889	50.7057173
890	50.68462265
891	50.66694838
892	50.65899046
893	50.65008681
894	50.64287621
895	50.61973356
896	50.59927039
897	50.57841246
898	50.55740795
899	50.54246134
900	50.52765627
901	50.51119431
902	50.50461092
903	50.49520995
904	50.48593285
905	50.46302287
906	50.45080102
907	50.44111714
908	50.42753313
909	50.40545305
910	50.38001857
911	50.36613513
912	50.34853747
913	50.33352788
914	50.31667633
915	50.30241856
916	50.29227771
917	50.28516474
918	50.26135285
919	50.24178245
920	50.22776762
921	50.21457155
922	50.20367629
923	50.1909009
924	50.17739328
925	50.1669463
926	50.1463475
927	50.13963193
928	50.13405641
929	50.12204654
930	50.11066079
931	50.09658844
932	50.08390569
933	50.07494865
934	50.06721991
935	50.05543676
936	50.03032633
937	50.0231168
938	50.01018077
939	49.99936532
940	49.98288641
941	49.97101367
942	49.96162572
943	49.94654212
944	49.93722458
945	49.9260229
946	49.91276837
947	49.9024146
948	49.89681498
949	49.87233267
950	49.85613066
951	49.83896134
952	49.81355243
953	49.78986283
954	49.7795257
955	49.77406595
956	49.76178958
957	49.74900026
958	49.73889016
959	49.72361669
960	49.70633034
961	49.69053388
962	49.67728676
963	49.66796763
964	49.66387465
965	49.64911499
966	49.64148207
967	49.62938546
968	49.6163937
969	49.60400266
970	49.59162871
971	49.57963802
972	49.57176937
973	49.56412081
974	49.55327609
975	49.52707447
976	49.51164916
977	49.48698512
978	49.47322487
979	49.46624087
980	49.45354143
981	49.43803965
982	49.42758393
983	49.41858832
984	49.39800561
985	49.38962196
986	49.38357944
987	49.37066899
988	49.34951554
989	49.34370459
990	49.32841172
991	49.31303043
992	49.30495597
993	49.29545233
994	49.28445539
995	49.27255073
996	49.26532038
997	49.24286984
998	49.22990447
999	49.21306838
