,unacast_session_count
42924,1060.0
38326,1438.0
13824,348.0
33621,971.0
3822,3002.0
12815,686.0
12471,434.0
19043,421.0
7785,467.0
18751,479.0
20751,1164.0
24558,415.0
35226,704.0
42638,318.0
34596,315.0
13562,1641.0
45913,1879.0
44275,359.0
49357,2367.0
27260,653.0
43586,326.0
25464,678.0
49383,359.0
38875,751.0
42181,546.0
40688,433.0
47231,537.0
30639,480.0
266,308.0
24876,340.0
45658,612.0
5573,374.0
16870,419.0
6782,555.0
9471,691.0
5485,345.0
18633,3003.0
42048,308.0
13793,438.0
29175,3012.0
22401,430.0
23212,569.0
13557,895.0
32093,415.0
40075,376.0
28736,322.0
46944,754.0
27200,864.0
21047,407.0
30940,952.0
18083,551.0
46910,621.0
6539,417.0
49428,1602.0
18356,305.0
27116,336.0
23137,618.0
38883,349.0
24129,3006.0
25675,933.0
6603,602.0
531,1598.0
48655,394.0
29972,385.0
20432,1410.0
13131,416.0
49954,475.0
42806,318.0
28886,672.0
7943,340.0
29581,454.0
45468,515.0
5822,309.0
9682,400.0
42281,542.0
18712,950.0
28306,444.0
23550,2203.0
25541,365.0
48699,418.0
12326,373.0
7545,638.0
4760,873.0
31342,854.0
45373,333.0
2300,653.0
5838,393.0
44466,381.0
47262,386.0
726,541.0
8164,583.0
28952,449.0
22204,1100.0
32895,355.0
42455,376.0
30943,335.0
40639,1403.0
48102,1203.0
19222,594.0
5713,689.0
5782,487.0
2407,1343.0
41632,1302.0
8177,308.0
50018,3019.0
39419,359.0
7595,358.0
22677,561.0
39829,949.0
35631,455.0
48648,361.0
37161,437.0
34200,598.0
38628,1594.0
14159,557.0
14913,397.0
38575,482.0
38537,831.0
41341,405.0
4973,453.0
32108,363.0
49645,357.0
45959,786.0
48255,581.0
14792,426.0
15542,1404.0
856,464.0
39294,403.0
22698,303.0
20531,428.0
22108,644.0
25543,313.0
17700,451.0
16970,397.0
27490,364.0
649,684.0
31250,572.0
1689,1238.0
43059,368.0
47091,401.0
32626,483.0
28605,407.0
6269,484.0
44318,435.0
5969,548.0
38365,632.0
16765,609.0
37932,3046.0
6049,472.0
48588,451.0
6774,339.0
24364,302.0
5017,585.0
8541,989.0
3517,1253.0
16772,345.0
35189,315.0
38563,597.0
25202,605.0
38091,518.0
41596,710.0
11019,1242.0
11797,389.0
31263,372.0
41846,389.0
2309,1480.0
31525,675.0
25765,1609.0
49894,413.0
745,373.0
43055,343.0
15644,409.0
34436,331.0
46201,648.0
28382,488.0
23047,459.0
28436,326.0
43974,1082.0
15456,551.0
5714,461.0
11080,306.0
15975,464.0
26384,301.0
36294,392.0
862,524.0
22485,313.0
41281,347.0
181,1523.0
18043,396.0
41177,625.0
3820,1600.0
26249,711.0
22270,307.0
2427,452.0
30319,537.0
16224,756.0
26461,585.0
12150,424.0
13832,470.0
38596,420.0
48240,2308.0
39268,415.0
12624,351.0
41657,455.0
25388,639.0
45966,393.0
16992,337.0
25649,364.0
16863,403.0
26576,383.0
32245,534.0
48673,313.0
36405,749.0
41168,423.0
6920,592.0
44325,2367.0
38879,637.0
26143,451.0
36406,313.0
3070,332.0
39721,379.0
39358,719.0
20179,1724.0
24454,474.0
37104,550.0
3437,453.0
22958,588.0
41724,500.0
8852,359.0
40927,342.0
2428,337.0
19180,451.0
14724,371.0
24340,450.0
2071,456.0
16467,322.0
49836,317.0
29658,415.0
28202,467.0
37176,424.0
3424,358.0
42049,531.0
3583,332.0
45675,476.0
47524,472.0
4048,404.0
14768,727.0
30062,396.0
33650,3000.0
48548,517.0
24982,841.0
24559,335.0
2195,3015.0
16600,512.0
7186,3365.0
11027,1090.0
6366,399.0
42914,367.0
39000,536.0
12359,472.0
21008,2874.0
37299,2180.0
19044,561.0
379,318.0
16782,741.0
26465,1035.0
43556,1668.0
4423,356.0
47531,332.0
9231,3004.0
46060,1009.0
34853,1029.0
19524,336.0
5990,371.0
8569,592.0
17817,713.0
17648,327.0
32936,351.0
36069,365.0
49901,511.0
37532,303.0
31808,2574.0
31635,791.0
30382,543.0
32924,618.0
44327,2292.0
35877,368.0
34160,442.0
419,1346.0
40112,722.0
17979,1843.0
5557,1720.0
48080,349.0
7891,438.0
21697,531.0
47908,363.0
4777,495.0
12350,584.0
12703,323.0
44315,2655.0
861,411.0
22103,454.0
19383,349.0
26766,459.0
5124,572.0
10312,337.0
2008,3091.0
31681,382.0
47504,747.0
6605,1665.0
4307,1850.0
30599,372.0
38903,3040.0
37801,426.0
21600,360.0
23035,700.0
49465,419.0
9680,399.0
38868,788.0
11123,429.0
3421,371.0
24272,693.0
38830,343.0
2078,976.0
25907,386.0
35470,565.0
48549,344.0
20825,705.0
4930,339.0
2507,406.0
13010,518.0
15817,390.0
19955,762.0
20667,670.0
14290,301.0
21708,349.0
18428,474.0
39703,447.0
31678,670.0
46285,360.0
45552,491.0
24291,303.0
37818,3017.0
37057,1922.0
13517,550.0
14285,1162.0
16821,586.0
50019,738.0
20169,432.0
37479,783.0
28337,439.0
50035,349.0
43666,1678.0
6754,686.0
42911,406.0
16957,397.0
27302,485.0
32649,436.0
41723,669.0
5741,1504.0
39619,319.0
45524,366.0
26798,432.0
27108,389.0
3579,1629.0
22895,308.0
38483,424.0
6087,1158.0
14770,435.0
22293,2474.0
3677,379.0
46733,2650.0
2211,394.0
14864,531.0
6704,827.0
4255,1307.0
31,425.0
49083,603.0
37442,436.0
12906,1055.0
11642,2022.0
36166,302.0
45003,390.0
43923,1706.0
36628,659.0
10454,604.0
9131,383.0
3509,364.0
549,566.0
25830,304.0
8848,593.0
16263,532.0
2143,679.0
19091,350.0
27644,499.0
24678,594.0
23538,388.0
37800,362.0
10787,469.0
25976,314.0
16063,1090.0
33335,520.0
8556,419.0
7803,347.0
2301,505.0
40594,2230.0
13802,2282.0
41198,410.0
11631,605.0
1216,635.0
45715,1143.0
38880,786.0
37819,720.0
1405,781.0
27123,523.0
38998,548.0
32567,1380.0
37922,336.0
36463,305.0
11016,424.0
25708,312.0
27015,378.0
3676,405.0
26117,2304.0
1068,403.0
10723,463.0
44056,2680.0
29708,626.0
22974,458.0
4306,431.0
28689,440.0
17024,362.0
4650,687.0
8140,3002.0
1135,350.0
22633,458.0
27719,414.0
11348,320.0
20749,1060.0
39912,625.0
45280,381.0
48434,1493.0
23128,319.0
35446,1778.0
21977,493.0
12705,332.0
47918,324.0
4761,1001.0
6301,849.0
39088,499.0
38323,374.0
42230,678.0
16798,402.0
41463,454.0
32112,326.0
20827,371.0
1937,427.0
30635,346.0
41386,347.0
25465,583.0
15631,459.0
1212,664.0
27100,2171.0
15041,536.0
6502,775.0
39011,2832.0
22509,393.0
543,510.0
25354,1605.0
49957,584.0
21700,367.0
47923,355.0
45043,311.0
46160,1591.0
32883,307.0
2759,452.0
26581,702.0
41383,318.0
32391,575.0
39709,340.0
10386,403.0
8310,1589.0
187,884.0
42448,472.0
28384,1574.0
3679,520.0
26047,435.0
14197,569.0
30946,396.0
15382,338.0
38582,3750.0
18040,442.0
21873,3102.0
31375,327.0
48593,470.0
11432,587.0
48718,2738.0
23065,358.0
5394,486.0
13563,1242.0
36943,367.0
27949,688.0
47996,379.0
21244,491.0
46997,545.0
46157,1514.0
45240,1042.0
15354,492.0
30413,604.0
3817,304.0
40416,2806.0
44467,394.0
44465,640.0
29980,503.0
16029,357.0
23425,1584.0
38325,1626.0
49921,492.0
3502,703.0
37160,1004.0
33649,3055.0
13449,572.0
17122,3125.0
3706,3008.0
14762,378.0
49356,2443.0
31943,358.0
15643,477.0
42624,482.0
30227,1941.0
854,715.0
32541,560.0
47162,875.0
49860,446.0
8850,666.0
42966,588.0
42038,425.0
484,399.0
28483,337.0
2069,706.0
32940,394.0
22196,506.0
25017,347.0
6978,312.0
16751,435.0
19632,326.0
41151,427.0
18359,305.0
42171,418.0
1268,1435.0
3436,402.0
7240,2812.0
41263,379.0
36988,343.0
9256,310.0
39076,422.0
8230,452.0
38916,415.0
29974,1787.0
37321,573.0
19766,815.0
46852,353.0
18321,411.0
25883,366.0
49463,542.0
45992,514.0
26626,482.0
2541,394.0
39853,341.0
30931,1257.0
30551,302.0
48188,812.0
20906,410.0
22879,1707.0
31909,347.0
1544,365.0
6534,322.0
32768,2343.0
46702,342.0
633,2601.0
42926,996.0
26923,1277.0
38527,760.0
42447,535.0
42193,333.0
3769,314.0
16626,804.0
7099,532.0
21445,361.0
28441,467.0
48060,486.0
28236,354.0
25888,2230.0
36654,306.0
22206,861.0
855,613.0
10083,365.0
9233,508.0
49845,523.0
43555,362.0
15534,349.0
815,1959.0
20145,385.0
6318,321.0
27607,613.0
23063,308.0
1733,389.0
32015,2254.0
20824,462.0
28737,328.0
49312,428.0
8917,328.0
20267,360.0
30250,384.0
12870,317.0
27191,628.0
2212,380.0
38176,474.0
8617,1956.0
33044,1006.0
4267,471.0
22896,400.0
17506,329.0
21426,322.0
47405,3268.0
11433,453.0
10681,1368.0
44191,322.0
36629,483.0
39334,1787.0
15742,422.0
5772,343.0
39332,1599.0
46324,1197.0
31235,401.0
42233,644.0
12010,513.0
5070,744.0
44910,433.0
550,435.0
28252,302.0
5802,741.0
23231,328.0
10595,490.0
46321,476.0
262,342.0
21028,420.0
37908,576.0
31857,752.0
30845,464.0
22678,518.0
37322,305.0
42036,366.0
39420,530.0
32219,344.0
2067,328.0
11799,1041.0
14978,388.0
533,1545.0
420,3058.0
20908,341.0
13974,461.0
12470,313.0
34852,943.0
968,1098.0
46245,558.0
43047,358.0
18839,507.0
22727,555.0
21248,428.0
13973,888.0
38495,338.0
6367,336.0
37177,536.0
15871,1237.0
21158,444.0
27645,563.0
33287,691.0
15290,1972.0
2758,410.0
14644,436.0
24160,429.0
3468,1471.0
8837,763.0
46432,314.0
31094,558.0
34883,354.0
15926,568.0
19972,301.0
21792,1056.0
42912,350.0
27301,2332.0
11783,1424.0
34068,707.0
2420,524.0
24088,347.0
44391,1259.0
32080,328.0
6695,433.0
25933,523.0
2070,462.0
39699,316.0
4445,345.0
34478,747.0
15673,515.0
5571,659.0
46801,305.0
7546,815.0
36736,1644.0
5556,1514.0
42229,794.0
1277,773.0
7383,671.0
39370,875.0
14948,375.0
3210,756.0
32,360.0
26523,509.0
26464,1173.0
19523,449.0
46792,771.0
20953,488.0
46178,322.0
33619,504.0
9224,351.0
10730,524.0
17206,876.0
21010,3015.0
19152,2702.0
6277,405.0
43972,363.0
31560,733.0
26293,621.0
48656,433.0
47886,436.0
47921,344.0
25827,301.0
10453,713.0
27753,339.0
9239,2850.0
10464,575.0
13051,562.0
21759,627.0
42299,542.0
23351,353.0
45010,402.0
44779,573.0
20861,951.0
27281,752.0
42300,655.0
34072,390.0
17418,413.0
6573,303.0
9537,353.0
19728,334.0
19525,407.0
33662,558.0
15890,367.0
45245,744.0
14799,309.0
44320,803.0
3056,529.0
23477,733.0
13374,308.0
41914,395.0
3104,395.0
21455,704.0
33520,829.0
31486,524.0
48702,557.0
34069,3005.0
23229,1666.0
22205,1280.0
12905,454.0
407,1370.0
22876,627.0
1414,697.0
16158,575.0
48057,385.0
31679,580.0
45958,536.0
13080,3000.0
20911,552.0
35462,3115.0
5500,312.0
27699,550.0
37306,306.0
26385,331.0
3652,376.0
88,374.0
31604,369.0
1880,604.0
47530,346.0
28891,3009.0
8311,607.0
29179,393.0
18378,1572.0
5558,1988.0
42037,329.0
20465,545.0
6810,3004.0
41176,519.0
47723,412.0
13792,411.0
3282,1095.0
33764,3014.0
29714,306.0
32107,397.0
17218,1236.0
2092,358.0
46246,464.0
3281,778.0
29569,369.0
8867,2093.0
23002,323.0
32593,508.0
44905,316.0
12360,1081.0
12681,342.0
43607,586.0
36384,629.0
22459,472.0
23403,434.0
19178,576.0
12397,319.0
40186,317.0
31097,376.0
29538,340.0
18435,680.0
49008,484.0
16625,889.0
23497,349.0
38750,421.0
8712,304.0
48361,327.0
33237,408.0
6178,515.0
37967,423.0
42034,392.0
5123,380.0
8713,412.0
2210,347.0
23934,340.0
4986,356.0
40689,661.0
36386,327.0
38901,2715.0
45249,781.0
27417,324.0
43626,309.0
28021,527.0
39397,3044.0
13106,320.0
10682,2264.0
33313,1110.0
6435,677.0
5553,335.0
43495,601.0
13196,1087.0
25446,1865.0
46623,450.0
34031,301.0
29600,391.0
29253,1253.0
31468,404.0
48241,3002.0
10054,318.0
29172,2540.0
45765,608.0
27140,465.0
25678,732.0
29671,396.0
9240,2437.0
22089,451.0
23765,846.0
46941,495.0
32079,387.0
19045,354.0
34570,418.0
33286,1111.0
27104,340.0
3032,397.0
33001,344.0
37340,318.0
38927,656.0
6769,340.0
49453,356.0
39913,1692.0
30815,503.0
43669,2039.0
27854,313.0
37680,369.0
36616,429.0
20178,2661.0
16015,3016.0
3384,472.0
28057,416.0
35694,1206.0
33081,310.0
1406,434.0
48281,320.0
41559,307.0
15695,513.0
44054,3007.0
14928,334.0
11543,412.0
33618,667.0
8845,652.0
7289,320.0
20975,476.0
33873,451.0
31010,399.0
39333,1740.0
8507,308.0
35228,677.0
40388,624.0
48042,582.0
26966,843.0
23764,928.0
3840,421.0
28705,395.0
20916,346.0
15565,332.0
45717,2043.0
18482,312.0
37872,738.0
45814,503.0
44812,552.0
28440,415.0
15567,374.0
41169,810.0
48223,842.0
23230,496.0
14912,306.0
11685,385.0
6427,3037.0
49952,409.0
46480,413.0
14761,435.0
30982,3008.0
48701,437.0
31029,327.0
11001,475.0
47498,519.0
8256,766.0
38113,470.0
7096,916.0
1267,1030.0
10421,1793.0
21159,315.0
24233,481.0
36798,934.0
28128,812.0
41326,1884.0
16037,375.0
21513,644.0
25269,472.0
46942,560.0
17733,475.0
42639,389.0
11308,442.0
31340,322.0
2310,1494.0
13697,3009.0
33582,486.0
20818,319.0
30647,353.0
39563,342.0
45469,3286.0
17674,472.0
15541,986.0
20625,396.0
25673,1009.0
31147,357.0
42136,669.0
5319,460.0
43467,372.0
39368,416.0
16867,792.0
38496,419.0
15872,589.0
48015,3071.0
39835,420.0
27979,497.0
12583,321.0
6649,477.0
38884,410.0
13077,2407.0
42428,425.0
30661,868.0
889,429.0
1514,533.0
16538,1541.0
11696,493.0
7266,624.0
35116,500.0
10051,348.0
32862,538.0
7532,309.0
17562,347.0
23071,307.0
47227,557.0
26381,538.0
31197,324.0
41264,431.0
7120,400.0
25647,348.0
23712,538.0
35914,315.0
46337,384.0
48079,435.0
13696,2501.0
44324,2491.0
28749,600.0
23770,374.0
21454,359.0
42504,441.0
31806,1164.0
12286,467.0
32081,312.0
8227,402.0
1935,435.0
33334,389.0
33275,400.0
8612,1760.0
19535,326.0
11601,347.0
40179,394.0
12921,1689.0
38620,572.0
24749,984.0
14661,610.0
4657,309.0
41393,327.0
1627,362.0
1302,663.0
35207,635.0
6199,598.0
42082,835.0
31253,541.0
20240,347.0
30542,398.0
40758,500.0
28002,2564.0
24528,378.0
30318,307.0
26297,925.0
48942,429.0
26144,421.0
47337,873.0
9979,306.0
1487,383.0
47988,953.0
4129,318.0
5277,337.0
40989,1070.0
36800,838.0
25837,498.0
2217,748.0
43653,561.0
25470,335.0
46179,365.0
41467,311.0
17394,331.0
38497,311.0
3033,345.0
17124,337.0
20701,376.0
33752,615.0
14122,354.0
2101,385.0
11996,678.0
46848,312.0
5572,417.0
17645,459.0
12022,463.0
2145,498.0
13695,3014.0
5735,317.0
18742,3021.0
2290,752.0
43383,334.0
31960,618.0
7829,545.0
31123,461.0
43205,536.0
8767,463.0
32783,724.0
25706,346.0
38161,1221.0
26986,377.0
28053,383.0
33563,315.0
8603,327.0
17207,1512.0
17995,368.0
36626,856.0
20666,1130.0
48293,343.0
43255,944.0
33521,2536.0
24452,321.0
26175,332.0
2091,775.0
18407,1068.0
28379,333.0
32714,301.0
13197,840.0
6505,518.0
22669,381.0
28750,619.0
4971,457.0
33278,521.0
15649,583.0
628,772.0
36799,459.0
47985,551.0
20390,783.0
17521,404.0
17050,2354.0
43226,445.0
20623,379.0
41595,404.0
2216,859.0
39714,321.0
8844,677.0
22750,787.0
11130,633.0
16979,836.0
18009,327.0
8139,2457.0
25179,748.0
29937,337.0
27440,453.0
36952,498.0
32770,837.0
16866,438.0
1194,2314.0
2114,321.0
33342,1115.0
40408,1637.0
37907,913.0
11125,738.0
37007,671.0
16163,837.0
11057,478.0
16570,496.0
12687,431.0
34644,355.0
25881,496.0
39827,515.0
9698,397.0
5803,1141.0
28380,397.0
36532,468.0
19534,505.0
46430,373.0
2144,694.0
36865,369.0
15346,329.0
42449,698.0
36283,956.0
14198,2872.0
12009,437.0
23136,505.0
44903,507.0
28127,1198.0
13732,350.0
12584,562.0
31915,449.0
5504,464.0
33238,486.0
650,357.0
40690,409.0
1775,306.0
25707,746.0
12856,346.0
20156,344.0
38236,373.0
16066,552.0
4970,531.0
14863,1706.0
18115,744.0
40642,1478.0
31251,580.0
39702,564.0
34592,479.0
33622,1325.0
14157,366.0
12273,341.0
41791,615.0
26968,540.0
5283,1536.0
45317,335.0
30402,517.0
4323,372.0
29889,695.0
46405,328.0
9293,909.0
36359,751.0
44801,505.0
20803,475.0
25439,1034.0
15966,312.0
40822,335.0
27118,305.0
5487,418.0
42622,427.0
15870,946.0
27752,476.0
37183,328.0
28820,380.0
41136,414.0
13833,669.0
17934,1389.0
22615,307.0
35610,483.0
4254,1586.0
38185,523.0
10653,316.0
3565,638.0
27850,1615.0
16065,392.0
42170,302.0
49974,392.0
21447,340.0
40407,430.0
7759,457.0
4424,308.0
16612,846.0
46339,444.0
49966,477.0
25569,374.0
12853,327.0
18039,568.0
46338,343.0
8616,1782.0
26690,432.0
25352,1165.0
6304,388.0
22012,324.0
14675,372.0
22081,1880.0
37008,683.0
7786,467.0
30615,340.0
42310,479.0
23684,2753.0
43658,816.0
18497,2409.0
48698,1051.0
2894,325.0
44190,1159.0
47418,446.0
27806,672.0
6953,706.0
25614,1593.0
38926,345.0
43913,597.0
16250,723.0
24983,1167.0
43257,431.0
23427,1471.0
38302,364.0
5560,3004.0
23820,325.0
651,401.0
26644,395.0
16846,420.0
31016,346.0
8476,526.0
15683,309.0
44464,379.0
18602,414.0
32926,383.0
13805,3001.0
11508,496.0
36503,313.0
9235,315.0
22404,558.0
548,339.0
38878,777.0
24232,394.0
42374,474.0
1614,467.0
12500,663.0
1424,394.0
43137,354.0
21947,311.0
6648,857.0
33480,353.0
28019,376.0
33281,310.0
46758,328.0
16130,3001.0
18219,485.0
38305,323.0
46791,766.0
22327,373.0
24119,557.0
41634,1376.0
48514,343.0
35159,390.0
16749,438.0
21007,2537.0
44862,351.0
14663,338.0
32501,579.0
47242,326.0
43665,352.0
32581,771.0
25648,459.0
11020,1032.0
31561,653.0
11357,433.0
25677,737.0
5664,527.0
46779,464.0
5695,424.0
27441,441.0
11431,557.0
49354,508.0
30476,383.0
13267,457.0
39764,310.0
2938,669.0
27139,462.0
17673,772.0
33583,826.0
12356,503.0
26053,958.0
16599,367.0
48650,367.0
33499,314.0
35824,329.0
15461,605.0
22751,945.0
16372,557.0
42632,389.0
42922,3017.0
30251,306.0
6291,361.0
12821,590.0
45293,303.0
8849,689.0
1356,3314.0
17950,326.0
29164,3000.0
11544,2075.0
38748,464.0
28779,3095.0
33613,576.0
26296,708.0
10769,508.0
38279,534.0
21978,346.0
12742,698.0
27662,1060.0
5320,408.0
12721,387.0
18844,3003.0
25535,404.0
45500,1621.0
32227,337.0
41881,626.0
39836,533.0
33627,610.0
32919,2102.0
20194,811.0
27115,415.0
10507,892.0
36279,334.0
4324,412.0
22636,584.0
